0 0.99 0.01 0 1
0 0.9702 0.0198 0.01 1
10 0.93178 0.0384199 0.0298 1
20 0.860182 0.0715978 0.0682199 1
30 0.737008 0.123174 0.139818 1
40 0.555447 0.181561 0.262992 1
50 0.353752 0.201695 0.444553 1
60 0.211052 0.1427 0.646248 1
70 0.150818 0.0602342 0.788948 1
80 0.132649 0.0181688 0.849182 1
90 0.127829 0.00482014 0.867351 1
100 0.126597 0.00123231 0.872171 1
110 0.126284 0.000312011 0.873404 1
120 0.126206 7.88044e-05 0.873716 1
130 0.126186 1.98911e-05 0.873794 1
140 0.126181 5.01996e-06 0.873814 1
150 0.12618 1.26684e-06 0.873819 1
160 0.126179 3.19699e-07 0.873821 1
170 0.126179 8.06788e-08 0.873821 1
180 0.126179 2.036e-08 0.873821 1
190 0.126179 5.138e-09 0.873821 1
200 0.126179 1.29662e-09 0.873821 1
210 0.126179 3.27212e-10 0.873821 1
220 0.126179 8.25746e-11 0.873821 1
230 0.126179 2.08384e-11 0.873821 1
240 0.126179 5.25874e-12 0.873821 1
250 0.126179 1.32709e-12 0.873821 1
260 0.126179 3.34901e-13 0.873821 1
270 0.126179 8.4515e-14 0.873821 1
280 0.126179 2.13281e-14 0.873821 1
290 0.126179 5.38231e-15 0.873821 1
300 0.126179 1.35827e-15 0.873821 1
310 0.126179 3.42771e-16 0.873821 1
320 0.126179 8.6501e-17 0.873821 1
330 0.126179 2.18292e-17 0.873821 1
340 0.126179 5.50879e-18 0.873821 1
350 0.126179 1.39019e-18 0.873821 1
360 0.126179 3.50825e-19 0.873821 1
370 0.126179 8.85337e-20 0.873821 1
380 0.126179 2.23422e-20 0.873821 1
390 0.126179 5.63824e-21 0.873821 1
400 0.126179 1.42286e-21 0.873821 1
410 0.126179 3.59069e-22 0.873821 1
420 0.126179 9.06141e-23 0.873821 1
430 0.126179 2.28672e-23 0.873821 1
440 0.126179 5.77073e-24 0.873821 1
450 0.126179 1.45629e-24 0.873821 1
460 0.126179 3.67507e-25 0.873821 1
470 0.126179 9.27434e-26 0.873821 1
480 0.126179 2.34046e-26 0.873821 1
490 0.126179 5.90633e-27 0.873821 1
500 0.126179 1.49051e-27 0.873821 1
510 0.126179 3.76143e-28 0.873821 1
520 0.126179 9.49228e-29 0.873821 1
530 0.126179 2.39545e-29 0.873821 1
540 0.126179 6.04513e-30 0.873821 1
550 0.126179 1.52554e-30 0.873821 1
560 0.126179 3.84982e-31 0.873821 1
570 0.126179 9.71533e-32 0.873821 1
580 0.126179 2.45174e-32 0.873821 1
590 0.126179 6.18718e-33 0.873821 1
600 0.126179 1.56139e-33 0.873821 1
610 0.126179 3.94029e-34 0.873821 1
620 0.126179 9.94364e-35 0.873821 1
630 0.126179 2.50936e-35 0.873821 1
640 0.126179 6.33257e-36 0.873821 1
650 0.126179 1.59808e-36 0.873821 1
660 0.126179 4.03288e-37 0.873821 1
670 0.126179 1.01773e-37 0.873821 1
680 0.126179 2.56832e-38 0.873821 1
690 0.126179 6.48138e-39 0.873821 1
700 0.126179 1.63562e-39 0.873821 1
710 0.126179 4.12761e-40 0.873821 1
720 0.126179 1.04153e-40 0.873821 1
730 0.126179 2.62828e-41 0.873821 1
740 0.126179 6.62254e-42 0.873821 1
750 0.126179 1.66194e-42 0.873821 1
760 0.126179 4.14784e-43 0.873821 1
770 0.126179 9.24857e-44 0.873821 1
780 0.126179 2.24208e-44 0.873821 1
790 0.126179 -5.60519e-45 0.873821 1
800 0.126179 -5.60519e-45 0.873821 1
810 0.126179 -5.60519e-45 0.873821 1
820 0.126179 -5.60519e-45 0.873821 1
830 0.126179 -5.60519e-45 0.873821 1
840 0.126179 -5.60519e-45 0.873821 1
850 0.126179 -5.60519e-45 0.873821 1
860 0.126179 -5.60519e-45 0.873821 1
870 0.126179 -5.60519e-45 0.873821 1
880 0.126179 -5.60519e-45 0.873821 1
890 0.126179 -5.60519e-45 0.873821 1
900 0.126179 -5.60519e-45 0.873821 1
910 0.126179 -5.60519e-45 0.873821 1
920 0.126179 -5.60519e-45 0.873821 1
930 0.126179 -5.60519e-45 0.873821 1
940 0.126179 -5.60519e-45 0.873821 1
950 0.126179 -5.60519e-45 0.873821 1
960 0.126179 -5.60519e-45 0.873821 1
970 0.126179 -5.60519e-45 0.873821 1
980 0.126179 -5.60519e-45 0.873821 1
990 0.126179 -5.60519e-45 0.873821 1
1000 0.126179 -5.60519e-45 0.873821 1
