0 0.99 0.01 0 1
0 0.98901 0.01049 0.0005 1
0.5 0.987973 0.011003 0.0010245 1
1 0.986885 0.0115399 0.00157465 1
1.5 0.985747 0.0121017 0.00215164 1
2 0.984554 0.0126896 0.00275673 1
2.5 0.983304 0.0133045 0.00339121 1
3 0.981996 0.0139475 0.00405643 1
3.5 0.980626 0.0146197 0.00475381 1
4 0.979193 0.0153224 0.00548479 1
4.5 0.977692 0.0160566 0.00625091 1
5 0.976122 0.0168237 0.00705374 1
5.5 0.97448 0.0176247 0.00789493 1
6 0.972763 0.0184609 0.00877616 1
6.5 0.970967 0.0193337 0.00969921 1
7 0.96909 0.0202442 0.0106659 1
7.5 0.967128 0.0211939 0.0116781 1
8 0.965078 0.0221839 0.0127378 1
8.5 0.962937 0.0232156 0.013847 1
9 0.960702 0.0242904 0.0150078 1
9.5 0.958368 0.0254094 0.0162223 1
10 0.955933 0.0265741 0.0174928 1
10.5 0.953393 0.0277857 0.0188215 1
11 0.950744 0.0290455 0.0202108 1
11.5 0.947982 0.0303547 0.021663 1
12 0.945105 0.0317145 0.0231808 1
12.5 0.942107 0.0331262 0.0247665 1
13 0.938986 0.0345907 0.0264228 1
13.5 0.935738 0.0361092 0.0281523 1
14 0.932359 0.0376826 0.0299578 1
14.5 0.928846 0.0393118 0.0318419 1
15 0.925195 0.0409977 0.0338075 1
15.5 0.921402 0.0427409 0.0358574 1
16 0.917463 0.044542 0.0379944 1
16.5 0.913377 0.0464015 0.0402215 1
17 0.909139 0.0483196 0.0425416 1
17.5 0.904746 0.0502965 0.0449576 1
18 0.900195 0.0523323 0.0474724 1
18.5 0.895484 0.0544266 0.050089 1
19 0.89061 0.0565791 0.0528104 1
19.5 0.885571 0.0587891 0.0556393 1
20 0.880365 0.0610559 0.0585788 1
20.5 0.87499 0.0633782 0.0616316 1
21 0.869445 0.0657548 0.0648005 1
21.5 0.863728 0.0681841 0.0680882 1
22 0.857838 0.0706641 0.0714974 1
22.5 0.851776 0.0731928 0.0750306 1
23 0.845542 0.0757675 0.0786903 1
23.5 0.839136 0.0783856 0.0824786 1
24 0.832558 0.081044 0.0863979 1
24.5 0.825811 0.0837391 0.0904501 1
25 0.818895 0.0864674 0.0946371 1
25.5 0.811815 0.0892249 0.0989605 1
26 0.804571 0.092007 0.103422 1
26.5 0.797169 0.0948093 0.108022 1
27 0.789611 0.0976267 0.112763 1
27.5 0.781902 0.100454 0.117644 1
28 0.774047 0.103286 0.122667 1
28.5 0.766053 0.106116 0.127831 1
29 0.757924 0.10894 0.133137 1
