0 0.99 0.01 0 1
0 0.989802 0.010098 0.0001 1
0.1 0.989602 0.0101969 0.00020098 1
0.2 0.9894 0.0102968 0.000302949 1
0.3 0.989197 0.0103976 0.000405917 1
0.4 0.988991 0.0104993 0.000509892 1
0.5 0.988783 0.010602 0.000614885 1
0.6 0.988573 0.0107056 0.000720905 1
0.7 0.988362 0.0108102 0.000827961 1
0.8 0.988148 0.0109158 0.000936063 1
0.9 0.987932 0.0110224 0.00104522 1
1 0.987715 0.0111299 0.00115545 1
1.1 0.987495 0.0112385 0.00126674 1
1.2 0.987273 0.0113481 0.00137913 1
1.3 0.987049 0.0114587 0.00149261 1
1.4 0.986823 0.0115703 0.0016072 1
1.5 0.986594 0.0116829 0.0017229 1
1.6 0.986364 0.0117966 0.00183973 1
1.7 0.986131 0.0119114 0.0019577 1
1.8 0.985896 0.0120272 0.00207681 1
1.9 0.985659 0.0121441 0.00219708 1
2 0.98542 0.012262 0.00231852 1
2.1 0.985178 0.0123811 0.00244114 1
2.2 0.984934 0.0125012 0.00256495 1
2.3 0.984688 0.0126225 0.00268997 1
2.4 0.984439 0.0127448 0.00281619 1
2.5 0.984188 0.0128683 0.00294364 1
2.6 0.983935 0.0129929 0.00307232 1
2.7 0.983679 0.0131187 0.00320225 1
2.8 0.983421 0.0132456 0.00333344 1
2.9 0.98316 0.0133736 0.00346589 1
3 0.982897 0.0135029 0.00359963 1
3.1 0.982632 0.0136333 0.00373466 1
3.2 0.982364 0.0137649 0.00387099 1
3.3 0.982094 0.0138977 0.00400864 1
3.4 0.981821 0.0140317 0.00414762 1
3.5 0.981545 0.0141669 0.00428793 1
3.6 0.981267 0.0143033 0.0044296 1
3.7 0.980986 0.014441 0.00457264 1
3.8 0.980703 0.0145799 0.00471705 1
3.9 0.980417 0.0147201 0.00486284 1
4 0.980128 0.0148615 0.00501005 1
4.1 0.979837 0.0150042 0.00515866 1
4.2 0.979543 0.0151482 0.0053087 1
4.3 0.979246 0.0152935 0.00546019 1
4.4 0.978947 0.0154401 0.00561312 1
4.5 0.978644 0.015588 0.00576752 1
4.6 0.978339 0.0157372 0.0059234 1
4.7 0.978031 0.0158878 0.00608077 1
4.8 0.977721 0.0160397 0.00623965 1
4.9 0.977407 0.0161929 0.00640005 1
5 0.97709 0.0163475 0.00656198 1
5.1 0.976771 0.0165035 0.00672545 1
5.2 0.976449 0.0166609 0.00689049 1
5.3 0.976123 0.0168196 0.0070571 1
5.4 0.975795 0.0169798 0.00722529 1
5.5 0.975463 0.0171414 0.00739509 1
5.6 0.975129 0.0173044 0.00756651 1
5.7 0.974791 0.0174688 0.00773955 1
5.8 0.974451 0.0176347 0.00791424 1
5.9 0.974107 0.017802 0.00809059 1
6 0.97376 0.0179708 0.00826861 1
6.1 0.97341 0.0181411 0.00844831 1
6.2 0.973057 0.0183129 0.00862973 1
6.3 0.972701 0.0184862 0.00881285 1
6.4 0.972341 0.0186609 0.00899772 1
6.5 0.971978 0.0188372 0.00918433 1
6.6 0.971612 0.019015 0.0093727 1
6.7 0.971243 0.0191944 0.00956285 1
6.8 0.97087 0.0193753 0.00975479 1
6.9 0.970494 0.0195577 0.00994854 1
7 0.970114 0.0197418 0.0101441 1
7.1 0.969731 0.0199274 0.0103415 1
7.2 0.969344 0.0201146 0.0105408 1
7.3 0.968955 0.0203034 0.010742 1
7.4 0.968561 0.0204939 0.010945 1
7.5 0.968164 0.0206859 0.0111499 1
7.6 0.967764 0.0208796 0.0113568 1
7.7 0.967359 0.0210749 0.0115656 1
7.79999 0.966952 0.0212719 0.0117763 1
7.89999 0.96654 0.0214706 0.0119891 1
7.99999 0.966125 0.0216709 0.0122038 1
8.09999 0.965707 0.0218729 0.0124205 1
8.2 0.965284 0.0220767 0.0126392 1
8.3 0.964858 0.0222821 0.01286 1
